model,ds_type,noise_levels,n_samples,k_folds,k,TRE,TESTE,E_DIFF
knn,circles,0.5,50,9,5,0.711111111,0.2,0.511111111
knn,circles,0.5,100,9,5,0.666666667,0.3,0.366666667
knn,circles,0.5,1000,9,5,0.701111111,0.52,0.181111111
knn,circles,0.5,10000,9,5,0.692,0.515,0.177
knn,moons,0,10,9,5,0.888888889,1,-0.111111111
knn,moons,0,50,9,5,0.977777778,1,-0.022222222
knn,moons,0,100,9,5,1,1,0
knn,moons,0,1000,9,5,1,1,0
knn,moons,0,10000,9,5,1,1,0
knn,moons,0.1,10,9,5,1,1,0
knn,moons,0.1,50,9,5,1,1,0
knn,moons,0.1,100,9,5,1,1,0
knn,moons,0.1,1000,9,5,1,1,0
knn,moons,0.1,10000,9,5,0.999222222,0.999,0.000222222
knn,moons,0.2,10,9,5,0.888888889,1,-0.111111111
knn,moons,0.2,50,9,5,0.955555556,1,-0.044444444
knn,moons,0.2,100,9,5,0.988888889,1,-0.011111111
knn,moons,0.2,1000,9,5,0.973333333,0.95,0.023333333
knn,moons,0.2,10000,9,5,0.973444444,0.963,0.010444444
knn,moons,0.3,10,9,5,0.888888889,1,-0.111111111
knn,moons,0.3,50,9,5,0.955555556,1,-0.044444444
knn,moons,0.3,100,9,5,0.944444444,0.9,0.044444444
knn,moons,0.3,1000,9,5,0.908888889,0.91,-0.001111111
knn,moons,0.3,10000,9,5,0.926222222,0.898,0.028222222
knn,moons,0.4,10,9,5,0.777777778,1,-0.222222222
knn,moons,0.4,50,9,5,0.888888889,0.2,0.688888889
knn,moons,0.4,100,9,5,0.822222222,0.9,-0.077777778
knn,moons,0.4,1000,9,5,0.876666667,0.8,0.076666667
knn,moons,0.4,10000,9,5,0.886,0.825,0.061
knn,moons,0.5,10,9,5,0.666666667,0,0.666666667
knn,moons,0.5,50,9,5,0.866666667,0.8,0.066666667
knn,moons,0.5,100,9,5,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,9,5,0.861111111,0.82,0.041111111
knn,moons,0.5,10000,9,5,0.850444444,0.82,0.030444444
knn,circles,0,10,9,3,0.666666667,1,-0.333333333
knn,circles,0,50,9,3,0.888888889,1,-0.111111111
knn,circles,0,100,9,3,0.977777778,0.7,0.277777778
knn,circles,0,1000,9,3,1,1,0
knn,circles,0,10000,9,3,1,1,0
knn,circles,0.1,10,9,3,0.888888889,1,-0.111111111
knn,circles,0.1,50,9,3,0.888888889,0.6,0.288888889
knn,circles,0.1,100,9,3,0.866666667,0.7,0.166666667
knn,circles,0.1,1000,9,3,0.891111111,0.84,0.051111111
knn,circles,0.1,10000,9,3,0.886666667,0.812,0.074666667
knn,circles,0.2,10,9,3,0.666666667,0,0.666666667
knn,circles,0.2,50,9,3,0.866666667,0.6,0.266666667
knn,circles,0.2,100,9,3,0.844444444,0.8,0.044444444
knn,circles,0.2,1000,9,3,0.801111111,0.59,0.211111111
knn,circles,0.2,10000,9,3,0.802,0.592,0.21
knn,circles,0.3,10,9,3,1,0,1
knn,circles,0.3,50,9,3,0.8,0.6,0.2
knn,circles,0.3,100,9,3,0.744444444,0.2,0.544444444
knn,circles,0.3,1000,9,3,0.777777778,0.59,0.187777778
knn,circles,0.3,10000,9,3,0.778888889,0.581,0.197888889
knn,circles,0.4,10,9,3,0.555555556,1,-0.444444444
knn,circles,0.4,50,9,3,0.733333333,0.6,0.133333333
knn,circles,0.4,100,9,3,0.722222222,0.4,0.322222222
knn,circles,0.4,1000,9,3,0.77,0.51,0.26
knn,circles,0.4,10000,9,3,0.771888889,0.485,0.286888889
knn,circles,0.5,10,9,3,0.666666667,1,-0.333333333
knn,circles,0.5,50,9,3,0.844444444,0.2,0.644444444
knn,circles,0.5,100,9,3,0.755555556,0.1,0.655555556
knn,circles,0.5,1000,9,3,0.762222222,0.52,0.242222222
knn,circles,0.5,10000,9,3,0.755666667,0.51,0.245666667
knn,moons,0,10,9,3,0.888888889,1,-0.111111111
knn,moons,0,50,9,3,0.977777778,1,-0.022222222
knn,moons,0,100,9,3,1,1,0
knn,moons,0,1000,9,3,1,1,0
knn,moons,0,10000,9,3,1,1,0
knn,moons,0.1,10,9,3,1,1,0
knn,moons,0.1,50,9,3,1,1,0
knn,moons,0.1,100,9,3,1,1,0
knn,moons,0.1,1000,9,3,1,1,0
knn,moons,0.1,10000,9,3,0.999222222,0.999,0.000222222
knn,moons,0.2,10,9,3,0.888888889,1,-0.111111111
knn,moons,0.2,50,9,3,0.977777778,1,-0.022222222
knn,moons,0.2,100,9,3,0.988888889,1,-0.011111111
knn,moons,0.2,1000,9,3,0.98,0.96,0.02
knn,moons,0.2,10000,9,3,0.975444444,0.961,0.014444444
knn,moons,0.3,10,9,3,0.777777778,1,-0.222222222
knn,moons,0.3,50,9,3,0.933333333,1,-0.066666667
knn,moons,0.3,100,9,3,0.944444444,0.9,0.044444444
knn,moons,0.3,1000,9,3,0.927777778,0.92,0.007777778
knn,moons,0.3,10000,9,3,0.936888889,0.901,0.035888889
knn,moons,0.4,10,9,3,0.888888889,1,-0.111111111
knn,moons,0.4,50,9,3,0.866666667,0.4,0.466666667
knn,moons,0.4,100,9,3,0.844444444,1,-0.155555556
knn,moons,0.4,1000,9,3,0.895555556,0.79,0.105555556
knn,moons,0.4,10000,9,3,0.902333333,0.82,0.082333333
knn,moons,0.5,10,9,3,0.777777778,1,-0.222222222
knn,moons,0.5,50,9,3,0.866666667,0.8,0.066666667
knn,moons,0.5,100,9,3,0.855555556,0.8,0.055555556
knn,moons,0.5,1000,9,3,0.875555556,0.79,0.085555556
knn,moons,0.5,10000,9,3,0.871777778,0.803,0.068777778
knn,circles,0,10,9,1,1,1,0
knn,circles,0,50,9,1,1,1,0
knn,circles,0,100,9,1,1,0.8,0.2
knn,circles,0,1000,9,1,1,1,0
knn,circles,0,10000,9,1,1,1,0
knn,circles,0.1,10,9,1,1,1,0
knn,circles,0.1,50,9,1,1,0.8,0.2
knn,circles,0.1,100,9,1,1,0.6,0.4
knn,circles,0.1,1000,9,1,1,0.78,0.22
knn,circles,0.1,10000,9,1,1,0.778,0.222
knn,circles,0.2,10,9,1,1,0,1
knn,circles,0.2,50,9,1,1,0.8,0.2
knn,circles,0.2,100,9,1,1,0.7,0.3
knn,circles,0.2,1000,9,1,1,0.6,0.4
knn,circles,0.2,10000,9,1,1,0.558,0.442
knn,circles,0.3,10,9,1,1,0,1
knn,circles,0.3,50,9,1,1,0.6,0.4
knn,circles,0.3,100,9,1,1,0.5,0.5
knn,circles,0.3,1000,9,1,1,0.53,0.47
knn,circles,0.3,10000,9,1,1,0.56,0.44
knn,circles,0.4,10,9,1,1,0,1
knn,circles,0.4,50,9,1,1,1,0
knn,circles,0.4,100,9,1,1,0.6,0.4
knn,circles,0.4,1000,9,1,1,0.54,0.46
knn,circles,0.4,10000,9,1,1,0.492,0.508
knn,circles,0.5,10,9,1,1,0,1
knn,circles,0.5,50,9,1,1,0.2,0.8
knn,circles,0.5,100,9,1,1,0.3,0.7
knn,circles,0.5,1000,9,1,1,0.57,0.43
knn,circles,0.5,10000,9,1,1,0.528,0.472
knn,moons,0,10,9,1,1,0,1
knn,moons,0,50,9,1,1,1,0
knn,moons,0,100,9,1,1,1,0
knn,moons,0,1000,9,1,1,1,0
knn,moons,0,10000,9,1,1,1,0
knn,moons,0.1,10,9,1,1,1,0
knn,moons,0.1,50,9,1,1,1,0
knn,moons,0.1,100,9,1,1,1,0
knn,moons,0.1,1000,9,1,1,1,0
knn,moons,0.1,10000,9,1,1,0.998,0.002
knn,moons,0.2,10,9,1,1,1,0
knn,moons,0.2,50,9,1,1,1,0
knn,moons,0.2,100,9,1,1,1,0
knn,moons,0.2,1000,9,1,1,0.94,0.06
knn,moons,0.2,10000,9,1,1,0.945,0.055
knn,moons,0.3,10,9,1,1,0,1
knn,moons,0.3,50,9,1,1,0.8,0.2
knn,moons,0.3,100,9,1,1,0.9,0.1
knn,moons,0.3,1000,9,1,1,0.88,0.12
knn,moons,0.3,10000,9,1,1,0.878,0.122
knn,moons,0.4,10,9,1,1,1,0
knn,moons,0.4,50,9,1,1,0.4,0.6
knn,moons,0.4,100,9,1,1,0.6,0.4
knn,moons,0.4,1000,9,1,1,0.78,0.22
knn,moons,0.4,10000,9,1,1,0.778,0.222
knn,moons,0.5,10,9,1,1,1,0
knn,moons,0.5,50,9,1,1,0.6,0.4
knn,moons,0.5,100,9,1,1,0.7,0.3
knn,moons,0.5,1000,9,1,1,0.75,0.25
knn,moons,0.5,10000,9,1,1,0.762,0.238
knn,circles,0,10,8,55,0.555555556,0,0.555555556
knn,circles,0,50,8,55,0.733333333,0.6,0.133333333
knn,circles,0,100,8,55,0.588888889,0.5,0.088888889
knn,circles,0,1000,8,55,0.99,1,-0.01
knn,circles,0,10000,8,55,1,1,0
knn,circles,0.1,10,8,55,0.666666667,1,-0.333333333
knn,circles,0.1,50,8,55,0.688888889,0.6,0.088888889
knn,circles,0.1,100,8,55,0.533333333,0.4,0.133333333
knn,circles,0.1,1000,8,55,0.835555556,0.88,-0.044444444
knn,circles,0.1,10000,8,55,0.843666667,0.843,0.000666667
knn,circles,0.2,10,8,55,0.666666667,0,0.666666667
knn,circles,0.2,50,8,55,0.711111111,0.4,0.311111111
knn,circles,0.2,100,8,55,0.511111111,0.5,0.011111111
knn,circles,0.2,1000,8,55,0.702222222,0.67,0.032222222
knn,circles,0.2,10000,8,55,0.690222222,0.716,-0.025777778
knn,circles,0.3,10,8,55,0.555555556,1,-0.444444444
knn,circles,0.3,50,8,55,0.755555556,0.2,0.555555556
knn,circles,0.3,100,8,55,0.622222222,0.6,0.022222222
knn,circles,0.3,1000,8,55,0.628888889,0.7,-0.071111111
knn,circles,0.3,10000,8,55,0.641222222,0.621,0.020222222
knn,circles,0.4,10,8,55,0.555555556,0,0.555555556
knn,circles,0.4,50,8,55,0.688888889,0.6,0.088888889
knn,circles,0.4,100,8,55,0.533333333,0.7,-0.166666667
knn,circles,0.4,1000,8,55,0.611111111,0.65,-0.038888889
knn,circles,0.4,10000,8,55,0.606444444,0.592,0.014444444
knn,circles,0.5,10,8,55,0.666666667,1,-0.333333333
knn,circles,0.5,50,8,55,0.622222222,0.6,0.022222222
knn,circles,0.5,100,8,55,0.533333333,0.9,-0.366666667
knn,circles,0.5,1000,8,55,0.592222222,0.54,0.052222222
knn,circles,0.5,10000,8,55,0.592333333,0.537,0.055333333
knn,moons,0,10,8,55,0.555555556,0,0.555555556
knn,moons,0,50,8,55,0.955555556,1,-0.044444444
knn,moons,0,100,8,55,0.822222222,0.8,0.022222222
knn,moons,0,1000,8,55,1,1,0
knn,moons,0,10000,8,55,1,1,0
knn,moons,0.1,10,8,55,0.555555556,1,-0.444444444
knn,moons,0.1,50,8,55,0.977777778,1,-0.022222222
knn,moons,0.1,100,8,55,0.8,0.8,0
knn,moons,0.1,1000,8,55,0.996666667,0.99,0.006666667
knn,moons,0.1,10000,8,55,0.998888889,0.999,-0.000111111
knn,moons,0.2,10,8,55,0.666666667,1,-0.333333333
knn,moons,0.2,50,8,55,0.933333333,1,-0.066666667
knn,moons,0.2,100,8,55,0.822222222,0.8,0.022222222
knn,moons,0.2,1000,8,55,0.974444444,0.94,0.034444444
knn,moons,0.2,10000,8,55,0.969222222,0.969,0.000222222
knn,moons,0.3,10,8,55,0.555555556,1,-0.444444444
knn,moons,0.3,50,8,55,0.888888889,1,-0.111111111
knn,moons,0.3,100,8,55,0.8,0.9,-0.1
knn,moons,0.3,1000,8,55,0.896666667,0.9,-0.003333333
knn,moons,0.3,10000,8,55,0.912888889,0.911,0.001888889
knn,moons,0.4,10,8,55,0.666666667,1,-0.333333333
knn,moons,0.4,50,8,55,0.866666667,0.4,0.466666667
knn,moons,0.4,100,8,55,0.733333333,0.8,-0.066666667
knn,moons,0.4,1000,8,55,0.858888889,0.91,-0.051111111
knn,moons,0.4,10000,8,55,0.867333333,0.858,0.009333333
knn,moons,0.5,10,8,55,0.555555556,0,0.555555556
knn,moons,0.5,50,8,55,0.844444444,0.8,0.044444444
knn,moons,0.5,100,8,55,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,8,55,0.831111111,0.82,0.011111111
knn,moons,0.5,10000,8,55,0.824111111,0.844,-0.019888889
knn,circles,0,10,8,53,0.555555556,0,0.555555556
knn,circles,0,50,8,53,0.733333333,0.6,0.133333333
knn,circles,0,100,8,53,0.6,0.5,0.1
knn,circles,0,1000,8,53,0.99,1,-0.01
knn,circles,0,10000,8,53,1,1,0
knn,circles,0.1,10,8,53,0.666666667,1,-0.333333333
knn,circles,0.1,50,8,53,0.688888889,0.6,0.088888889
knn,circles,0.1,100,8,53,0.511111111,0.4,0.111111111
knn,circles,0.1,1000,8,53,0.838888889,0.86,-0.021111111
knn,circles,0.1,10000,8,53,0.843555556,0.845,-0.001444444
knn,circles,0.2,10,8,53,0.666666667,0,0.666666667
knn,circles,0.2,50,8,53,0.711111111,0.4,0.311111111
knn,circles,0.2,100,8,53,0.566666667,0.5,0.066666667
knn,circles,0.2,1000,8,53,0.701111111,0.68,0.021111111
knn,circles,0.2,10000,8,53,0.691888889,0.713,-0.021111111
knn,circles,0.3,10,8,53,0.555555556,1,-0.444444444
knn,circles,0.3,50,8,53,0.755555556,0.2,0.555555556
knn,circles,0.3,100,8,53,0.6,0.7,-0.1
knn,circles,0.3,1000,8,53,0.636666667,0.68,-0.043333333
knn,circles,0.3,10000,8,53,0.638888889,0.622,0.016888889
knn,circles,0.4,10,8,53,0.555555556,0,0.555555556
knn,circles,0.4,50,8,53,0.688888889,0.6,0.088888889
knn,circles,0.4,100,8,53,0.544444444,0.7,-0.155555556
knn,circles,0.4,1000,8,53,0.602222222,0.64,-0.037777778
knn,circles,0.4,10000,8,53,0.605666667,0.594,0.011666667
knn,circles,0.5,10,8,53,0.666666667,1,-0.333333333
knn,circles,0.5,50,8,53,0.622222222,0.6,0.022222222
knn,circles,0.5,100,8,53,0.533333333,0.9,-0.366666667
knn,circles,0.5,1000,8,53,0.595555556,0.55,0.045555556
knn,circles,0.5,10000,8,53,0.589444444,0.539,0.050444444
knn,moons,0,10,8,53,0.555555556,0,0.555555556
knn,moons,0,50,8,53,0.955555556,1,-0.044444444
knn,moons,0,100,8,53,0.844444444,0.8,0.044444444
knn,moons,0,1000,8,53,1,1,0
knn,moons,0,10000,8,53,1,1,0
knn,moons,0.1,10,8,53,0.555555556,1,-0.444444444
knn,moons,0.1,50,8,53,0.977777778,1,-0.022222222
knn,moons,0.1,100,8,53,0.811111111,0.8,0.011111111
knn,moons,0.1,1000,8,53,0.996666667,0.99,0.006666667
knn,moons,0.1,10000,8,53,0.998888889,0.999,-0.000111111
knn,moons,0.2,10,8,53,0.666666667,1,-0.333333333
knn,moons,0.2,50,8,53,0.933333333,1,-0.066666667
knn,moons,0.2,100,8,53,0.833333333,0.8,0.033333333
knn,moons,0.2,1000,8,53,0.975555556,0.94,0.035555556
knn,moons,0.2,10000,8,53,0.969333333,0.969,0.000333333
knn,moons,0.3,10,8,53,0.555555556,1,-0.444444444
knn,moons,0.3,50,8,53,0.888888889,1,-0.111111111
knn,moons,0.3,100,8,53,0.8,0.9,-0.1
knn,moons,0.3,1000,8,53,0.897777778,0.9,-0.002222222
knn,moons,0.3,10000,8,53,0.912666667,0.911,0.001666667
knn,moons,0.4,10,8,53,0.666666667,1,-0.333333333
knn,moons,0.4,50,8,53,0.866666667,0.4,0.466666667
knn,moons,0.4,100,8,53,0.744444444,0.8,-0.055555556
knn,moons,0.4,1000,8,53,0.857777778,0.91,-0.052222222
knn,moons,0.4,10000,8,53,0.867666667,0.859,0.008666667
knn,moons,0.5,10,8,53,0.555555556,0,0.555555556
knn,moons,0.5,50,8,53,0.844444444,0.8,0.044444444
knn,moons,0.5,100,8,53,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,8,53,0.836666667,0.82,0.016666667
knn,moons,0.5,10000,8,53,0.824333333,0.847,-0.022666667
knn,circles,0,10,8,51,0.555555556,0,0.555555556
knn,circles,0,50,8,51,0.733333333,0.6,0.133333333
knn,circles,0,100,8,51,0.611111111,0.5,0.111111111
knn,circles,0,1000,8,51,0.994444444,1,-0.005555556
knn,circles,0,10000,8,51,1,1,0
knn,circles,0.1,10,8,51,0.666666667,1,-0.333333333
knn,circles,0.1,50,8,51,0.688888889,0.6,0.088888889
knn,circles,0.1,100,8,51,0.555555556,0.6,-0.044444444
knn,circles,0.1,1000,8,51,0.84,0.88,-0.04
knn,circles,0.1,10000,8,51,0.843888889,0.843,0.000888889
knn,circles,0.2,10,8,51,0.666666667,0,0.666666667
knn,circles,0.2,50,8,51,0.711111111,0.4,0.311111111
knn,circles,0.2,100,8,51,0.544444444,0.3,0.244444444
knn,circles,0.2,1000,8,51,0.702222222,0.69,0.012222222
knn,circles,0.2,10000,8,51,0.694222222,0.719,-0.024777778
knn,circles,0.3,10,8,51,0.555555556,1,-0.444444444
knn,circles,0.3,50,8,51,0.755555556,0.2,0.555555556
knn,circles,0.3,100,8,51,0.577777778,0.7,-0.122222222
knn,circles,0.3,1000,8,51,0.624444444,0.64,-0.015555556
knn,circles,0.3,10000,8,51,0.638777778,0.617,0.021777778
knn,circles,0.4,10,8,51,0.555555556,0,0.555555556
knn,circles,0.4,50,8,51,0.688888889,0.6,0.088888889
knn,circles,0.4,100,8,51,0.566666667,0.7,-0.133333333
knn,circles,0.4,1000,8,51,0.592222222,0.67,-0.077777778
knn,circles,0.4,10000,8,51,0.605555556,0.593,0.012555556
knn,circles,0.5,10,8,51,0.666666667,1,-0.333333333
knn,circles,0.5,50,8,51,0.622222222,0.6,0.022222222
knn,circles,0.5,100,8,51,0.533333333,0.9,-0.366666667
knn,circles,0.5,1000,8,51,0.597777778,0.55,0.047777778
knn,circles,0.5,10000,8,51,0.591666667,0.551,0.040666667
knn,moons,0,10,8,51,0.555555556,0,0.555555556
knn,moons,0,50,8,51,0.955555556,1,-0.044444444
knn,moons,0,100,8,51,0.855555556,0.8,0.055555556
knn,moons,0,1000,8,51,1,1,0
knn,moons,0,10000,8,51,1,1,0
knn,moons,0.1,10,8,51,0.555555556,1,-0.444444444
knn,moons,0.1,50,8,51,0.977777778,1,-0.022222222
knn,moons,0.1,100,8,51,0.811111111,0.8,0.011111111
knn,moons,0.1,1000,8,51,0.996666667,0.99,0.006666667
knn,moons,0.1,10000,8,51,0.998888889,0.999,-0.000111111
knn,moons,0.2,10,8,51,0.666666667,1,-0.333333333
knn,moons,0.2,50,8,51,0.933333333,1,-0.066666667
knn,moons,0.2,100,8,51,0.822222222,0.8,0.022222222
knn,moons,0.2,1000,8,51,0.975555556,0.95,0.025555556
knn,moons,0.2,10000,8,51,0.969333333,0.969,0.000333333
knn,moons,0.3,10,8,51,0.555555556,1,-0.444444444
knn,moons,0.3,50,8,51,0.888888889,1,-0.111111111
knn,moons,0.3,100,8,51,0.822222222,1,-0.177777778
knn,moons,0.3,1000,8,51,0.895555556,0.9,-0.004444444
knn,moons,0.3,10000,8,51,0.913,0.908,0.005
knn,moons,0.4,10,8,51,0.666666667,1,-0.333333333
knn,moons,0.4,50,8,51,0.866666667,0.4,0.466666667
knn,moons,0.4,100,8,51,0.755555556,0.8,-0.044444444
knn,moons,0.4,1000,8,51,0.857777778,0.91,-0.052222222
knn,moons,0.4,10000,8,51,0.867333333,0.859,0.008333333
knn,moons,0.5,10,8,51,0.555555556,0,0.555555556
knn,moons,0.5,50,8,51,0.844444444,0.8,0.044444444
knn,moons,0.5,100,8,51,0.811111111,0.8,0.011111111
knn,moons,0.5,1000,8,51,0.831111111,0.8,0.031111111
knn,moons,0.5,10000,8,51,0.824111111,0.847,-0.022888889
knn,circles,0,10,8,41,0.555555556,0,0.555555556
knn,circles,0,50,8,41,0.555555556,0.4,0.155555556
knn,circles,0,100,8,41,0.6,0.6,0
knn,circles,0,1000,8,41,1,1,0
knn,circles,0,10000,8,41,1,1,0
knn,circles,0.1,10,8,41,0.666666667,1,-0.333333333
knn,circles,0.1,50,8,41,0.577777778,0.6,-0.022222222
knn,circles,0.1,100,8,41,0.555555556,0.6,-0.044444444
knn,circles,0.1,1000,8,41,0.842222222,0.85,-0.007777778
knn,circles,0.1,10000,8,41,0.842111111,0.842,0.000111111
knn,circles,0.2,10,8,41,0.666666667,0,0.666666667
knn,circles,0.2,50,8,41,0.555555556,0,0.555555556
knn,circles,0.2,100,8,41,0.5,0.4,0.1
knn,circles,0.2,1000,8,41,0.69,0.69,0
knn,circles,0.2,10000,8,41,0.694,0.706,-0.012
knn,circles,0.3,10,8,41,0.555555556,1,-0.444444444
knn,circles,0.3,50,8,41,0.488888889,0.6,-0.111111111
knn,circles,0.3,100,8,41,0.577777778,0.7,-0.122222222
knn,circles,0.3,1000,8,41,0.643333333,0.68,-0.036666667
knn,circles,0.3,10000,8,41,0.644333333,0.624,0.020333333
knn,circles,0.4,10,8,41,0.555555556,0,0.555555556
knn,circles,0.4,50,8,41,0.555555556,0.6,-0.044444444
knn,circles,0.4,100,8,41,0.6,0.6,0
knn,circles,0.4,1000,8,41,0.598888889,0.64,-0.041111111
knn,circles,0.4,10000,8,41,0.608,0.588,0.02
knn,circles,0.5,10,8,41,0.666666667,1,-0.333333333
knn,circles,0.5,50,8,41,0.533333333,0.8,-0.266666667
knn,circles,0.5,100,8,41,0.522222222,0.9,-0.377777778
knn,circles,0.5,1000,8,41,0.593333333,0.57,0.023333333
knn,circles,0.5,10000,8,41,0.588555556,0.553,0.035555556
knn,moons,0,10,8,41,0.555555556,0,0.555555556
knn,moons,0,50,8,41,0.733333333,0.8,-0.066666667
knn,moons,0,100,8,41,0.877777778,0.8,0.077777778
knn,moons,0,1000,8,41,1,1,0
knn,moons,0,10000,8,41,1,1,0
knn,moons,0.1,10,8,41,0.555555556,1,-0.444444444
knn,moons,0.1,50,8,41,0.711111111,0.4,0.311111111
knn,moons,0.1,100,8,41,0.855555556,0.8,0.055555556
knn,moons,0.1,1000,8,41,0.997777778,1,-0.002222222
knn,moons,0.1,10000,8,41,0.998888889,0.999,-0.000111111
knn,moons,0.2,10,8,41,0.666666667,1,-0.333333333
knn,moons,0.2,50,8,41,0.8,0.6,0.2
knn,moons,0.2,100,8,41,0.866666667,0.8,0.066666667
knn,moons,0.2,1000,8,41,0.975555556,0.94,0.035555556
knn,moons,0.2,10000,8,41,0.968888889,0.968,0.000888889
knn,moons,0.3,10,8,41,0.555555556,1,-0.444444444
knn,moons,0.3,50,8,41,0.733333333,0.8,-0.066666667
knn,moons,0.3,100,8,41,0.888888889,1,-0.111111111
knn,moons,0.3,1000,8,41,0.898888889,0.9,-0.001111111
knn,moons,0.3,10000,8,41,0.912333333,0.91,0.002333333
knn,moons,0.4,10,8,41,0.666666667,1,-0.333333333
knn,moons,0.4,50,8,41,0.577777778,0.4,0.177777778
knn,moons,0.4,100,8,41,0.744444444,0.8,-0.055555556
knn,moons,0.4,1000,8,41,0.86,0.91,-0.05
knn,moons,0.4,10000,8,41,0.867333333,0.868,-0.000666667
knn,moons,0.5,10,8,41,0.555555556,0,0.555555556
knn,moons,0.5,50,8,41,0.6,0.6,0
knn,moons,0.5,100,8,41,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,8,41,0.832222222,0.81,0.022222222
knn,moons,0.5,10000,8,41,0.824,0.847,-0.023
knn,circles,0,10,8,31,0.555555556,0,0.555555556
knn,circles,0,50,8,31,0.533333333,0.6,-0.066666667
knn,circles,0,100,8,31,0.622222222,0.6,0.022222222
knn,circles,0,1000,8,31,1,1,0
knn,circles,0,10000,8,31,1,1,0
knn,circles,0.1,10,8,31,0.666666667,1,-0.333333333
knn,circles,0.1,50,8,31,0.6,0.2,0.4
knn,circles,0.1,100,8,31,0.622222222,0.6,0.022222222
knn,circles,0.1,1000,8,31,0.837777778,0.86,-0.022222222
knn,circles,0.1,10000,8,31,0.845666667,0.843,0.002666667
knn,circles,0.2,10,8,31,0.666666667,0,0.666666667
knn,circles,0.2,50,8,31,0.6,0,0.6
knn,circles,0.2,100,8,31,0.577777778,0.3,0.277777778
knn,circles,0.2,1000,8,31,0.691111111,0.7,-0.008888889
knn,circles,0.2,10000,8,31,0.695666667,0.712,-0.016333333
knn,circles,0.3,10,8,31,0.555555556,1,-0.444444444
knn,circles,0.3,50,8,31,0.377777778,0.4,-0.022222222
knn,circles,0.3,100,8,31,0.566666667,0.4,0.166666667
knn,circles,0.3,1000,8,31,0.65,0.66,-0.01
knn,circles,0.3,10000,8,31,0.649222222,0.618,0.031222222
knn,circles,0.4,10,8,31,0.555555556,0,0.555555556
knn,circles,0.4,50,8,31,0.577777778,0.4,0.177777778
knn,circles,0.4,100,8,31,0.611111111,0.6,0.011111111
knn,circles,0.4,1000,8,31,0.611111111,0.66,-0.048888889
knn,circles,0.4,10000,8,31,0.614666667,0.579,0.035666667
knn,circles,0.5,10,8,31,0.666666667,1,-0.333333333
knn,circles,0.5,50,8,31,0.533333333,0.8,-0.266666667
knn,circles,0.5,100,8,31,0.544444444,0.9,-0.355555556
knn,circles,0.5,1000,8,31,0.593333333,0.53,0.063333333
knn,circles,0.5,10000,8,31,0.596222222,0.541,0.055222222
knn,moons,0,10,8,31,0.555555556,0,0.555555556
knn,moons,0,50,8,31,0.844444444,0.8,0.044444444
knn,moons,0,100,8,31,0.9,0.9,0
knn,moons,0,1000,8,31,1,1,0
knn,moons,0,10000,8,31,1,1,0
knn,moons,0.1,10,8,31,0.555555556,1,-0.444444444
knn,moons,0.1,50,8,31,0.866666667,0.4,0.466666667
knn,moons,0.1,100,8,31,0.911111111,0.8,0.111111111
knn,moons,0.1,1000,8,31,0.998888889,1,-0.001111111
knn,moons,0.1,10000,8,31,0.998888889,0.999,-0.000111111
knn,moons,0.2,10,8,31,0.666666667,1,-0.333333333
knn,moons,0.2,50,8,31,0.844444444,0.8,0.044444444
knn,moons,0.2,100,8,31,0.911111111,0.9,0.011111111
knn,moons,0.2,1000,8,31,0.975555556,0.95,0.025555556
knn,moons,0.2,10000,8,31,0.968777778,0.969,-0.000222222
knn,moons,0.3,10,8,31,0.555555556,1,-0.444444444
knn,moons,0.3,50,8,31,0.755555556,0.8,-0.044444444
knn,moons,0.3,100,8,31,0.888888889,1,-0.111111111
knn,moons,0.3,1000,8,31,0.903333333,0.91,-0.006666667
knn,moons,0.3,10000,8,31,0.913111111,0.912,0.001111111
knn,moons,0.4,10,8,31,0.666666667,1,-0.333333333
knn,moons,0.4,50,8,31,0.711111111,0.4,0.311111111
knn,moons,0.4,100,8,31,0.777777778,0.7,0.077777778
knn,moons,0.4,1000,8,31,0.858888889,0.93,-0.071111111
knn,moons,0.4,10000,8,31,0.868,0.861,0.007
knn,moons,0.5,10,8,31,0.555555556,0,0.555555556
knn,moons,0.5,50,8,31,0.755555556,0.6,0.155555556
knn,moons,0.5,100,8,31,0.822222222,0.8,0.022222222
knn,moons,0.5,1000,8,31,0.841111111,0.83,0.011111111
knn,moons,0.5,10000,8,31,0.824666667,0.841,-0.016333333
knn,circles,0,10,8,21,0.555555556,0,0.555555556
knn,circles,0,50,8,21,0.666666667,0.6,0.066666667
knn,circles,0,100,8,21,0.644444444,0.6,0.044444444
knn,circles,0,1000,8,21,1,1,0
knn,circles,0,10000,8,21,1,1,0
knn,circles,0.1,10,8,21,0.666666667,1,-0.333333333
knn,circles,0.1,50,8,21,0.577777778,0.2,0.377777778
knn,circles,0.1,100,8,21,0.6,0.5,0.1
knn,circles,0.1,1000,8,21,0.844444444,0.88,-0.035555556
knn,circles,0.1,10000,8,21,0.848444444,0.837,0.011444444
knn,circles,0.2,10,8,21,0.666666667,0,0.666666667
knn,circles,0.2,50,8,21,0.644444444,0.4,0.244444444
knn,circles,0.2,100,8,21,0.611111111,0.3,0.311111111
