,model,ds_type,noise_levels,n_samples,k_folds,k,TRE,TESTE,E_DIFF
1446,knn,circles,0.2,10000,4,41,0.6987777777777778,0.685,0.013777777777777778
1447,knn,circles,0.2,10000,4,51,0.6974444444444444,0.69,0.007444444444444476
1448,knn,circles,0.2,10000,4,53,0.6972222222222222,0.691,0.00622222222222224
1449,knn,circles,0.2,10000,4,55,0.6968888888888889,0.692,0.004888888888888943
1450,knn,circles,0.2,10000,5,1,1.0,0.601,0.399
1451,knn,circles,0.2,10000,5,3,0.8061111111111111,0.63,0.1761111111111111
1452,knn,circles,0.2,10000,5,5,0.7546666666666667,0.666,0.08866666666666667
1453,knn,circles,0.2,10000,5,11,0.7228888888888889,0.675,0.04788888888888887
1454,knn,circles,0.2,10000,5,21,0.7062222222222222,0.683,0.023222222222222144
1455,knn,circles,0.2,10000,5,31,0.7027777777777777,0.69,0.012777777777777777
1456,knn,circles,0.2,10000,5,41,0.7011111111111111,0.689,0.012111111111111184
1457,knn,circles,0.2,10000,5,51,0.696,0.692,0.0040000000000000036
1458,knn,circles,0.2,10000,5,53,0.698,0.691,0.007000000000000006
1459,knn,circles,0.2,10000,5,55,0.6963333333333334,0.695,0.0013333333333334085
1460,knn,circles,0.2,10000,6,1,1.0,0.596,0.404
1461,knn,circles,0.2,10000,6,3,0.801,0.645,0.15600000000000003
1462,knn,circles,0.2,10000,6,5,0.7524444444444445,0.646,0.10644444444444445
1463,knn,circles,0.2,10000,6,11,0.7233333333333334,0.672,0.05133333333333334
1464,knn,circles,0.2,10000,6,21,0.7106666666666667,0.68,0.03066666666666662
1465,knn,circles,0.2,10000,6,31,0.7012222222222222,0.686,0.015222222222222137
1466,knn,circles,0.2,10000,6,41,0.6997777777777778,0.695,0.004777777777777881
1467,knn,circles,0.2,10000,6,51,0.6981111111111111,0.695,0.0031111111111111756
1468,knn,circles,0.2,10000,6,53,0.6948888888888889,0.696,-0.0011111111111110628
1469,knn,circles,0.2,10000,6,55,0.6967777777777778,0.694,0.002777777777777879
1470,knn,circles,0.2,10000,7,1,1.0,0.58,0.42000000000000004
1471,knn,circles,0.2,10000,7,3,0.8032222222222222,0.621,0.18222222222222217
1472,knn,circles,0.2,10000,7,5,0.7554444444444445,0.629,0.12644444444444447
1473,knn,circles,0.2,10000,7,11,0.7231111111111111,0.65,0.07311111111111113
1474,knn,circles,0.2,10000,7,21,0.7108888888888889,0.675,0.03588888888888886
1475,knn,circles,0.2,10000,7,31,0.7052222222222222,0.678,0.027222222222222148
1476,knn,circles,0.2,10000,7,41,0.7023333333333334,0.683,0.019333333333333313
1477,knn,circles,0.2,10000,7,51,0.6973333333333334,0.679,0.018333333333333313
1478,knn,circles,0.2,10000,7,53,0.6978888888888889,0.681,0.016888888888888842
1479,knn,circles,0.2,10000,7,55,0.6981111111111111,0.675,0.023111111111111082
1480,knn,circles,0.2,10000,8,1,1.0,0.607,0.393
1481,knn,circles,0.2,10000,8,3,0.8013333333333333,0.643,0.15833333333333333
1482,knn,circles,0.2,10000,8,5,0.7537777777777778,0.647,0.10677777777777775
1483,knn,circles,0.2,10000,8,11,0.7245555555555555,0.662,0.06255555555555548
1484,knn,circles,0.2,10000,8,21,0.7097777777777777,0.675,0.034777777777777685
1485,knn,circles,0.2,10000,8,31,0.7056666666666667,0.677,0.028666666666666618
1486,knn,circles,0.2,10000,8,41,0.7015555555555556,0.673,0.028555555555555556
1487,knn,circles,0.2,10000,8,51,0.701,0.672,0.028999999999999915
1488,knn,circles,0.2,10000,8,53,0.7008888888888889,0.668,0.032888888888888856
1489,knn,circles,0.2,10000,8,55,0.6994444444444444,0.674,0.02544444444444438
1490,knn,circles,0.2,10000,9,1,1.0,0.591,0.40900000000000003
1491,knn,circles,0.2,10000,9,3,0.8027777777777778,0.636,0.1667777777777778
1492,knn,circles,0.2,10000,9,5,0.7533333333333333,0.648,0.10533333333333328
1493,knn,circles,0.2,10000,9,11,0.72,0.678,0.041999999999999926
1494,knn,circles,0.2,10000,9,21,0.7077777777777777,0.679,0.02877777777777768
1495,knn,circles,0.2,10000,9,31,0.7008888888888889,0.681,0.019888888888888845
1496,knn,circles,0.2,10000,9,41,0.7012222222222222,0.69,0.011222222222222245
1497,knn,circles,0.2,10000,9,51,0.697,0.694,0.0030000000000000027
1498,knn,circles,0.2,10000,9,53,0.6973333333333334,0.695,0.0023333333333334094
1499,knn,circles,0.2,10000,9,55,0.6978888888888889,0.69,0.007888888888888945
1500,knn,circles,0.3,10,0,1,1.0,0.0,1.0
1501,knn,circles,0.3,10,0,3,0.8888888888888888,0.0,0.8888888888888888
1502,knn,circles,0.3,10,0,5,0.3333333333333333,0.0,0.3333333333333333
1503,knn,circles,0.3,10,0,11,0.5555555555555556,0.0,0.5555555555555556
1504,knn,circles,0.3,10,0,21,0.5555555555555556,0.0,0.5555555555555556
1505,knn,circles,0.3,10,0,31,0.5555555555555556,0.0,0.5555555555555556
1506,knn,circles,0.3,10,0,41,0.5555555555555556,0.0,0.5555555555555556
1507,knn,circles,0.3,10,0,51,0.5555555555555556,0.0,0.5555555555555556
1508,knn,circles,0.3,10,0,53,0.5555555555555556,0.0,0.5555555555555556
1509,knn,circles,0.3,10,0,55,0.5555555555555556,0.0,0.5555555555555556
1510,knn,circles,0.3,10,1,1,1.0,1.0,0.0
1511,knn,circles,0.3,10,1,3,0.5555555555555556,1.0,-0.4444444444444444
1512,knn,circles,0.3,10,1,5,0.3333333333333333,0.0,0.3333333333333333
1513,knn,circles,0.3,10,1,11,0.5555555555555556,0.0,0.5555555555555556
1514,knn,circles,0.3,10,1,21,0.5555555555555556,0.0,0.5555555555555556
1515,knn,circles,0.3,10,1,31,0.5555555555555556,0.0,0.5555555555555556
1516,knn,circles,0.3,10,1,41,0.5555555555555556,0.0,0.5555555555555556
1517,knn,circles,0.3,10,1,51,0.5555555555555556,0.0,0.5555555555555556
1518,knn,circles,0.3,10,1,53,0.5555555555555556,0.0,0.5555555555555556
1519,knn,circles,0.3,10,1,55,0.5555555555555556,0.0,0.5555555555555556
1520,knn,circles,0.3,10,2,1,1.0,1.0,0.0
1521,knn,circles,0.3,10,2,3,0.6666666666666666,0.0,0.6666666666666666
1522,knn,circles,0.3,10,2,5,0.4444444444444444,0.0,0.4444444444444444
1523,knn,circles,0.3,10,2,11,0.5555555555555556,0.0,0.5555555555555556
1524,knn,circles,0.3,10,2,21,0.5555555555555556,0.0,0.5555555555555556
1525,knn,circles,0.3,10,2,31,0.5555555555555556,0.0,0.5555555555555556
1526,knn,circles,0.3,10,2,41,0.5555555555555556,0.0,0.5555555555555556
1527,knn,circles,0.3,10,2,51,0.5555555555555556,0.0,0.5555555555555556
1528,knn,circles,0.3,10,2,53,0.5555555555555556,0.0,0.5555555555555556
1529,knn,circles,0.3,10,2,55,0.5555555555555556,0.0,0.5555555555555556
1530,knn,circles,0.3,10,3,1,1.0,0.0,1.0
1531,knn,circles,0.3,10,3,3,0.8888888888888888,0.0,0.8888888888888888
1532,knn,circles,0.3,10,3,5,0.4444444444444444,0.0,0.4444444444444444
1533,knn,circles,0.3,10,3,11,0.5555555555555556,0.0,0.5555555555555556
1534,knn,circles,0.3,10,3,21,0.5555555555555556,0.0,0.5555555555555556
1535,knn,circles,0.3,10,3,31,0.5555555555555556,0.0,0.5555555555555556
1536,knn,circles,0.3,10,3,41,0.5555555555555556,0.0,0.5555555555555556
1537,knn,circles,0.3,10,3,51,0.5555555555555556,0.0,0.5555555555555556
1538,knn,circles,0.3,10,3,53,0.5555555555555556,0.0,0.5555555555555556
1539,knn,circles,0.3,10,3,55,0.5555555555555556,0.0,0.5555555555555556
1540,knn,circles,0.3,10,4,1,1.0,0.0,1.0
1541,knn,circles,0.3,10,4,3,0.6666666666666666,0.0,0.6666666666666666
1542,knn,circles,0.3,10,4,5,0.4444444444444444,0.0,0.4444444444444444
1543,knn,circles,0.3,10,4,11,0.5555555555555556,0.0,0.5555555555555556
1544,knn,circles,0.3,10,4,21,0.5555555555555556,0.0,0.5555555555555556
1545,knn,circles,0.3,10,4,31,0.5555555555555556,0.0,0.5555555555555556
1546,knn,circles,0.3,10,4,41,0.5555555555555556,0.0,0.5555555555555556
1547,knn,circles,0.3,10,4,51,0.5555555555555556,0.0,0.5555555555555556
1548,knn,circles,0.3,10,4,53,0.5555555555555556,0.0,0.5555555555555556
1549,knn,circles,0.3,10,4,55,0.5555555555555556,0.0,0.5555555555555556
1550,knn,circles,0.3,10,5,1,1.0,0.0,1.0
1551,knn,circles,0.3,10,5,3,0.8888888888888888,0.0,0.8888888888888888
1552,knn,circles,0.3,10,5,5,0.4444444444444444,0.0,0.4444444444444444
1553,knn,circles,0.3,10,5,11,0.5555555555555556,0.0,0.5555555555555556
1554,knn,circles,0.3,10,5,21,0.5555555555555556,0.0,0.5555555555555556
1555,knn,circles,0.3,10,5,31,0.5555555555555556,0.0,0.5555555555555556
1556,knn,circles,0.3,10,5,41,0.5555555555555556,0.0,0.5555555555555556
1557,knn,circles,0.3,10,5,51,0.5555555555555556,0.0,0.5555555555555556
1558,knn,circles,0.3,10,5,53,0.5555555555555556,0.0,0.5555555555555556
1559,knn,circles,0.3,10,5,55,0.5555555555555556,0.0,0.5555555555555556
1560,knn,circles,0.3,10,6,1,1.0,0.0,1.0
1561,knn,circles,0.3,10,6,3,0.7777777777777778,0.0,0.7777777777777778
1562,knn,circles,0.3,10,6,5,0.3333333333333333,1.0,-0.6666666666666667
1563,knn,circles,0.3,10,6,11,0.5555555555555556,0.0,0.5555555555555556
1564,knn,circles,0.3,10,6,21,0.5555555555555556,0.0,0.5555555555555556
1565,knn,circles,0.3,10,6,31,0.5555555555555556,0.0,0.5555555555555556
1566,knn,circles,0.3,10,6,41,0.5555555555555556,0.0,0.5555555555555556
1567,knn,circles,0.3,10,6,51,0.5555555555555556,0.0,0.5555555555555556
1568,knn,circles,0.3,10,6,53,0.5555555555555556,0.0,0.5555555555555556
1569,knn,circles,0.3,10,6,55,0.5555555555555556,0.0,0.5555555555555556
1570,knn,circles,0.3,10,7,1,1.0,1.0,0.0
1571,knn,circles,0.3,10,7,3,0.6666666666666666,0.0,0.6666666666666666
1572,knn,circles,0.3,10,7,5,0.4444444444444444,0.0,0.4444444444444444
1573,knn,circles,0.3,10,7,11,0.5555555555555556,0.0,0.5555555555555556
1574,knn,circles,0.3,10,7,21,0.5555555555555556,0.0,0.5555555555555556
1575,knn,circles,0.3,10,7,31,0.5555555555555556,0.0,0.5555555555555556
1576,knn,circles,0.3,10,7,41,0.5555555555555556,0.0,0.5555555555555556
1577,knn,circles,0.3,10,7,51,0.5555555555555556,0.0,0.5555555555555556
1578,knn,circles,0.3,10,7,53,0.5555555555555556,0.0,0.5555555555555556
1579,knn,circles,0.3,10,7,55,0.5555555555555556,0.0,0.5555555555555556
1580,knn,circles,0.3,10,8,1,1.0,1.0,0.0
1581,knn,circles,0.3,10,8,3,0.6666666666666666,0.0,0.6666666666666666
1582,knn,circles,0.3,10,8,5,0.4444444444444444,0.0,0.4444444444444444
1583,knn,circles,0.3,10,8,11,0.5555555555555556,0.0,0.5555555555555556
1584,knn,circles,0.3,10,8,21,0.5555555555555556,0.0,0.5555555555555556
1585,knn,circles,0.3,10,8,31,0.5555555555555556,0.0,0.5555555555555556
1586,knn,circles,0.3,10,8,41,0.5555555555555556,0.0,0.5555555555555556
1587,knn,circles,0.3,10,8,51,0.5555555555555556,0.0,0.5555555555555556
1588,knn,circles,0.3,10,8,53,0.5555555555555556,0.0,0.5555555555555556
1589,knn,circles,0.3,10,8,55,0.5555555555555556,0.0,0.5555555555555556
1590,knn,circles,0.3,10,9,1,1.0,0.0,1.0
1591,knn,circles,0.3,10,9,3,0.7777777777777778,0.0,0.7777777777777778
1592,knn,circles,0.3,10,9,5,0.3333333333333333,0.0,0.3333333333333333
1593,knn,circles,0.3,10,9,11,0.5555555555555556,0.0,0.5555555555555556
1594,knn,circles,0.3,10,9,21,0.5555555555555556,0.0,0.5555555555555556
1595,knn,circles,0.3,10,9,31,0.5555555555555556,0.0,0.5555555555555556
1596,knn,circles,0.3,10,9,41,0.5555555555555556,0.0,0.5555555555555556
1597,knn,circles,0.3,10,9,51,0.5555555555555556,0.0,0.5555555555555556
1598,knn,circles,0.3,10,9,53,0.5555555555555556,0.0,0.5555555555555556
1599,knn,circles,0.3,10,9,55,0.5555555555555556,0.0,0.5555555555555556
1600,knn,circles,0.3,50,0,1,1.0,0.2,0.8
1601,knn,circles,0.3,50,0,3,0.8,0.6,0.20000000000000007
1602,knn,circles,0.3,50,0,5,0.7111111111111111,0.2,0.5111111111111111
1603,knn,circles,0.3,50,0,11,0.5777777777777777,0.6,-0.022222222222222254
1604,knn,circles,0.3,50,0,21,0.5777777777777777,0.6,-0.022222222222222254
1605,knn,circles,0.3,50,0,31,0.5777777777777777,0.6,-0.022222222222222254
1606,knn,circles,0.3,50,0,41,0.5777777777777777,0.6,-0.022222222222222254
1607,knn,circles,0.3,50,0,51,0.7111111111111111,0.4,0.3111111111111111
1608,knn,circles,0.3,50,0,53,0.7111111111111111,0.4,0.3111111111111111
1609,knn,circles,0.3,50,0,55,0.7111111111111111,0.4,0.3111111111111111
1610,knn,circles,0.3,50,1,1,1.0,0.4,0.6
1611,knn,circles,0.3,50,1,3,0.7555555555555555,0.4,0.3555555555555555
1612,knn,circles,0.3,50,1,5,0.7333333333333333,0.4,0.33333333333333326
1613,knn,circles,0.3,50,1,11,0.6222222222222222,0.6,0.022222222222222254
1614,knn,circles,0.3,50,1,21,0.6,0.4,0.19999999999999996
1615,knn,circles,0.3,50,1,31,0.6,0.4,0.19999999999999996
1616,knn,circles,0.3,50,1,41,0.6,0.4,0.19999999999999996
1617,knn,circles,0.3,50,1,51,0.6444444444444445,0.4,0.24444444444444446
1618,knn,circles,0.3,50,1,53,0.6444444444444445,0.4,0.24444444444444446
1619,knn,circles,0.3,50,1,55,0.6444444444444445,0.4,0.24444444444444446
1620,knn,circles,0.3,50,2,1,1.0,0.6,0.4
1621,knn,circles,0.3,50,2,3,0.7555555555555555,0.6,0.15555555555555556
1622,knn,circles,0.3,50,2,5,0.6888888888888889,0.6,0.0888888888888889
1623,knn,circles,0.3,50,2,11,0.6,0.6,0.0
1624,knn,circles,0.3,50,2,21,0.5555555555555556,0.8,-0.24444444444444446
1625,knn,circles,0.3,50,2,31,0.5555555555555556,0.8,-0.24444444444444446
1626,knn,circles,0.3,50,2,41,0.5555555555555556,0.8,-0.24444444444444446
1627,knn,circles,0.3,50,2,51,0.6444444444444445,0.6,0.04444444444444451
1628,knn,circles,0.3,50,2,53,0.6444444444444445,0.6,0.04444444444444451
1629,knn,circles,0.3,50,2,55,0.6444444444444445,0.6,0.04444444444444451
1630,knn,circles,0.3,50,3,1,1.0,0.0,1.0
1631,knn,circles,0.3,50,3,3,0.8,0.6,0.20000000000000007
1632,knn,circles,0.3,50,3,5,0.6888888888888889,0.6,0.0888888888888889
1633,knn,circles,0.3,50,3,11,0.5777777777777777,0.6,-0.022222222222222254
1634,knn,circles,0.3,50,3,21,0.5777777777777777,0.6,-0.022222222222222254
1635,knn,circles,0.3,50,3,31,0.5777777777777777,0.6,-0.022222222222222254
1636,knn,circles,0.3,50,3,41,0.5777777777777777,0.6,-0.022222222222222254
1637,knn,circles,0.3,50,3,51,0.6444444444444445,0.6,0.04444444444444451
1638,knn,circles,0.3,50,3,53,0.6444444444444445,0.6,0.04444444444444451
1639,knn,circles,0.3,50,3,55,0.6444444444444445,0.6,0.04444444444444451
1640,knn,circles,0.3,50,4,1,1.0,0.6,0.4
1641,knn,circles,0.3,50,4,3,0.7555555555555555,0.6,0.15555555555555556
1642,knn,circles,0.3,50,4,5,0.7555555555555555,0.4,0.3555555555555555
1643,knn,circles,0.3,50,4,11,0.5777777777777777,0.4,0.1777777777777777
1644,knn,circles,0.3,50,4,21,0.6,0.4,0.19999999999999996
1645,knn,circles,0.3,50,4,31,0.6,0.4,0.19999999999999996
1646,knn,circles,0.3,50,4,41,0.6,0.4,0.19999999999999996
1647,knn,circles,0.3,50,4,51,0.7111111111111111,0.4,0.3111111111111111
1648,knn,circles,0.3,50,4,53,0.7111111111111111,0.4,0.3111111111111111
1649,knn,circles,0.3,50,4,55,0.7111111111111111,0.4,0.3111111111111111
1650,knn,circles,0.3,50,5,1,1.0,0.6,0.4
1651,knn,circles,0.3,50,5,3,0.7333333333333333,0.6,0.1333333333333333
1652,knn,circles,0.3,50,5,5,0.6888888888888889,0.8,-0.11111111111111116
1653,knn,circles,0.3,50,5,11,0.6,0.2,0.39999999999999997
1654,knn,circles,0.3,50,5,21,0.5777777777777777,0.6,-0.022222222222222254
1655,knn,circles,0.3,50,5,31,0.5777777777777777,0.6,-0.022222222222222254
1656,knn,circles,0.3,50,5,41,0.5777777777777777,0.6,-0.022222222222222254
1657,knn,circles,0.3,50,5,51,0.6222222222222222,0.2,0.4222222222222222
1658,knn,circles,0.3,50,5,53,0.6222222222222222,0.2,0.4222222222222222
1659,knn,circles,0.3,50,5,55,0.6222222222222222,0.2,0.4222222222222222
1660,knn,circles,0.3,50,6,1,1.0,0.6,0.4
1661,knn,circles,0.3,50,6,3,0.7555555555555555,0.6,0.15555555555555556
1662,knn,circles,0.3,50,6,5,0.7111111111111111,0.4,0.3111111111111111
1663,knn,circles,0.3,50,6,11,0.5555555555555556,0.6,-0.0444444444444444
1664,knn,circles,0.3,50,6,21,0.6,0.6,0.0
1665,knn,circles,0.3,50,6,31,0.5777777777777777,0.6,-0.022222222222222254
1666,knn,circles,0.3,50,6,41,0.5777777777777777,0.6,-0.022222222222222254
1667,knn,circles,0.3,50,6,51,0.6444444444444445,0.6,0.04444444444444451
1668,knn,circles,0.3,50,6,53,0.6444444444444445,0.6,0.04444444444444451
1669,knn,circles,0.3,50,6,55,0.6444444444444445,0.6,0.04444444444444451
1670,knn,circles,0.3,50,7,1,1.0,0.4,0.6
1671,knn,circles,0.3,50,7,3,0.8222222222222222,0.6,0.2222222222222222
1672,knn,circles,0.3,50,7,5,0.7111111111111111,0.6,0.11111111111111116
1673,knn,circles,0.3,50,7,11,0.5555555555555556,0.6,-0.0444444444444444
1674,knn,circles,0.3,50,7,21,0.5777777777777777,0.6,-0.022222222222222254
1675,knn,circles,0.3,50,7,31,0.5777777777777777,0.6,-0.022222222222222254
1676,knn,circles,0.3,50,7,41,0.5777777777777777,0.6,-0.022222222222222254
1677,knn,circles,0.3,50,7,51,0.6888888888888889,0.6,0.0888888888888889
1678,knn,circles,0.3,50,7,53,0.6888888888888889,0.6,0.0888888888888889
1679,knn,circles,0.3,50,7,55,0.6888888888888889,0.6,0.0888888888888889
1680,knn,circles,0.3,50,8,1,1.0,0.6,0.4
1681,knn,circles,0.3,50,8,3,0.8,0.4,0.4
1682,knn,circles,0.3,50,8,5,0.7111111111111111,0.2,0.5111111111111111
1683,knn,circles,0.3,50,8,11,0.6,0.2,0.39999999999999997
1684,knn,circles,0.3,50,8,21,0.6222222222222222,0.2,0.4222222222222222
1685,knn,circles,0.3,50,8,31,0.6222222222222222,0.2,0.4222222222222222
1686,knn,circles,0.3,50,8,41,0.6222222222222222,0.2,0.4222222222222222
1687,knn,circles,0.3,50,8,51,0.6222222222222222,0.2,0.4222222222222222
1688,knn,circles,0.3,50,8,53,0.6222222222222222,0.2,0.4222222222222222
1689,knn,circles,0.3,50,8,55,0.6222222222222222,0.2,0.4222222222222222
1690,knn,circles,0.3,50,9,1,1.0,0.8,0.19999999999999996
1691,knn,circles,0.3,50,9,3,0.6888888888888889,0.6,0.0888888888888889
1692,knn,circles,0.3,50,9,5,0.7333333333333333,0.4,0.33333333333333326
1693,knn,circles,0.3,50,9,11,0.6222222222222222,0.4,0.2222222222222222
1694,knn,circles,0.3,50,9,21,0.5333333333333333,1.0,-0.4666666666666667
1695,knn,circles,0.3,50,9,31,0.5333333333333333,1.0,-0.4666666666666667
1696,knn,circles,0.3,50,9,41,0.5333333333333333,1.0,-0.4666666666666667
1697,knn,circles,0.3,50,9,51,0.6222222222222222,0.4,0.2222222222222222
1698,knn,circles,0.3,50,9,53,0.6222222222222222,0.4,0.2222222222222222
1699,knn,circles,0.3,50,9,55,0.6222222222222222,0.4,0.2222222222222222
1700,knn,circles,0.3,100,0,1,1.0,0.7,0.30000000000000004
1701,knn,circles,0.3,100,0,3,0.7888888888888889,0.5,0.28888888888888886
1702,knn,circles,0.3,100,0,5,0.7111111111111111,0.6,0.11111111111111116
1703,knn,circles,0.3,100,0,11,0.7,0.6,0.09999999999999998
1704,knn,circles,0.3,100,0,21,0.5666666666666667,0.6,-0.033333333333333326
1705,knn,circles,0.3,100,0,31,0.5222222222222223,0.4,0.12222222222222223
1706,knn,circles,0.3,100,0,41,0.5444444444444444,0.5,0.0444444444444444
1707,knn,circles,0.3,100,0,51,0.5444444444444444,0.5,0.0444444444444444
1708,knn,circles,0.3,100,0,53,0.5444444444444444,0.5,0.0444444444444444
1709,knn,circles,0.3,100,0,55,0.5444444444444444,0.5,0.0444444444444444
1710,knn,circles,0.3,100,1,1,1.0,0.6,0.4
1711,knn,circles,0.3,100,1,3,0.8,0.5,0.30000000000000004
1712,knn,circles,0.3,100,1,5,0.6888888888888889,0.8,-0.11111111111111116
1713,knn,circles,0.3,100,1,11,0.6777777777777778,0.7,-0.022222222222222143
1714,knn,circles,0.3,100,1,21,0.5777777777777777,0.7,-0.12222222222222223
1715,knn,circles,0.3,100,1,31,0.5111111111111111,0.7,-0.18888888888888888
1716,knn,circles,0.3,100,1,41,0.5333333333333333,0.6,-0.06666666666666665
1717,knn,circles,0.3,100,1,51,0.5111111111111111,0.7,-0.18888888888888888
1718,knn,circles,0.3,100,1,53,0.5111111111111111,0.7,-0.18888888888888888
1719,knn,circles,0.3,100,1,55,0.5333333333333333,0.7,-0.16666666666666663
1720,knn,circles,0.3,100,2,1,1.0,0.8,0.19999999999999996
1721,knn,circles,0.3,100,2,3,0.7555555555555555,0.7,0.05555555555555558
1722,knn,circles,0.3,100,2,5,0.7,0.7,0.0
1723,knn,circles,0.3,100,2,11,0.6777777777777778,0.6,0.07777777777777783
1724,knn,circles,0.3,100,2,21,0.6111111111111112,0.2,0.41111111111111115
1725,knn,circles,0.3,100,2,31,0.5666666666666667,0.3,0.26666666666666666
1726,knn,circles,0.3,100,2,41,0.5444444444444444,0.5,0.0444444444444444
1727,knn,circles,0.3,100,2,51,0.5444444444444444,0.5,0.0444444444444444
1728,knn,circles,0.3,100,2,53,0.5444444444444444,0.5,0.0444444444444444
1729,knn,circles,0.3,100,2,55,0.5444444444444444,0.5,0.0444444444444444
1730,knn,circles,0.3,100,3,1,1.0,0.5,0.5
1731,knn,circles,0.3,100,3,3,0.8,0.5,0.30000000000000004
1732,knn,circles,0.3,100,3,5,0.7222222222222222,0.6,0.12222222222222223
1733,knn,circles,0.3,100,3,11,0.7333333333333333,0.6,0.1333333333333333
1734,knn,circles,0.3,100,3,21,0.5777777777777777,0.6,-0.022222222222222254
1735,knn,circles,0.3,100,3,31,0.5333333333333333,0.6,-0.06666666666666665
1736,knn,circles,0.3,100,3,41,0.5444444444444444,0.6,-0.05555555555555558
1737,knn,circles,0.3,100,3,51,0.5333333333333333,0.6,-0.06666666666666665
1738,knn,circles,0.3,100,3,53,0.5333333333333333,0.6,-0.06666666666666665
1739,knn,circles,0.3,100,3,55,0.5333333333333333,0.6,-0.06666666666666665
1740,knn,circles,0.3,100,4,1,1.0,0.6,0.4
1741,knn,circles,0.3,100,4,3,0.7555555555555555,0.6,0.15555555555555556
1742,knn,circles,0.3,100,4,5,0.7333333333333333,0.7,0.033333333333333326
1743,knn,circles,0.3,100,4,11,0.6777777777777778,0.4,0.2777777777777778
1744,knn,circles,0.3,100,4,21,0.6222222222222222,0.4,0.2222222222222222
1745,knn,circles,0.3,100,4,31,0.5888888888888889,0.4,0.18888888888888888
1746,knn,circles,0.3,100,4,41,0.5444444444444444,0.7,-0.15555555555555556
1747,knn,circles,0.3,100,4,51,0.5333333333333333,0.6,-0.06666666666666665
1748,knn,circles,0.3,100,4,53,0.5222222222222223,0.6,-0.07777777777777772
1749,knn,circles,0.3,100,4,55,0.5222222222222223,0.5,0.022222222222222254
1750,knn,circles,0.3,100,5,1,1.0,0.7,0.30000000000000004
1751,knn,circles,0.3,100,5,3,0.7666666666666667,0.5,0.2666666666666667
1752,knn,circles,0.3,100,5,5,0.7444444444444445,0.6,0.1444444444444445
1753,knn,circles,0.3,100,5,11,0.6777777777777778,0.8,-0.12222222222222223
1754,knn,circles,0.3,100,5,21,0.5111111111111111,0.8,-0.288888888888889
1755,knn,circles,0.3,100,5,31,0.5333333333333333,0.5,0.033333333333333326
1756,knn,circles,0.3,100,5,41,0.5444444444444444,0.4,0.14444444444444438
1757,knn,circles,0.3,100,5,51,0.5555555555555556,0.4,0.15555555555555556
1758,knn,circles,0.3,100,5,53,0.5555555555555556,0.4,0.15555555555555556
1759,knn,circles,0.3,100,5,55,0.5555555555555556,0.4,0.15555555555555556
1760,knn,circles,0.3,100,6,1,1.0,0.6,0.4
1761,knn,circles,0.3,100,6,3,0.8,0.5,0.30000000000000004
1762,knn,circles,0.3,100,6,5,0.7111111111111111,0.3,0.41111111111111115
1763,knn,circles,0.3,100,6,11,0.7111111111111111,0.5,0.21111111111111114
1764,knn,circles,0.3,100,6,21,0.6,0.2,0.39999999999999997
1765,knn,circles,0.3,100,6,31,0.5888888888888889,0.1,0.48888888888888893
1766,knn,circles,0.3,100,6,41,0.5888888888888889,0.1,0.48888888888888893
1767,knn,circles,0.3,100,6,51,0.5888888888888889,0.1,0.48888888888888893
1768,knn,circles,0.3,100,6,53,0.5888888888888889,0.1,0.48888888888888893
1769,knn,circles,0.3,100,6,55,0.5888888888888889,0.1,0.48888888888888893
1770,knn,circles,0.3,100,7,1,1.0,0.7,0.30000000000000004
1771,knn,circles,0.3,100,7,3,0.7666666666666667,0.7,0.06666666666666676
1772,knn,circles,0.3,100,7,5,0.7111111111111111,0.7,0.011111111111111183
1773,knn,circles,0.3,100,7,11,0.6666666666666666,0.7,-0.033333333333333326
1774,knn,circles,0.3,100,7,21,0.5666666666666667,0.6,-0.033333333333333326
1775,knn,circles,0.3,100,7,31,0.5333333333333333,0.5,0.033333333333333326
1776,knn,circles,0.3,100,7,41,0.5555555555555556,0.7,-0.14444444444444438
1777,knn,circles,0.3,100,7,51,0.5333333333333333,0.6,-0.06666666666666665
1778,knn,circles,0.3,100,7,53,0.5333333333333333,0.6,-0.06666666666666665
1779,knn,circles,0.3,100,7,55,0.5333333333333333,0.6,-0.06666666666666665
1780,knn,circles,0.3,100,8,1,1.0,0.5,0.5
1781,knn,circles,0.3,100,8,3,0.7888888888888889,0.4,0.38888888888888884
1782,knn,circles,0.3,100,8,5,0.7444444444444445,0.5,0.24444444444444446
1783,knn,circles,0.3,100,8,11,0.7,0.5,0.19999999999999996
1784,knn,circles,0.3,100,8,21,0.5888888888888889,0.7,-0.11111111111111105
1785,knn,circles,0.3,100,8,31,0.5444444444444444,0.5,0.0444444444444444
1786,knn,circles,0.3,100,8,41,0.5222222222222223,0.7,-0.1777777777777777
1787,knn,circles,0.3,100,8,51,0.5222222222222223,0.7,-0.1777777777777777
1788,knn,circles,0.3,100,8,53,0.5222222222222223,0.7,-0.1777777777777777
1789,knn,circles,0.3,100,8,55,0.5222222222222223,0.8,-0.2777777777777778
1790,knn,circles,0.3,100,9,1,1.0,0.4,0.6
1791,knn,circles,0.3,100,9,3,0.7777777777777778,0.6,0.1777777777777778
1792,knn,circles,0.3,100,9,5,0.7222222222222222,0.6,0.12222222222222223
1793,knn,circles,0.3,100,9,11,0.6666666666666666,0.4,0.2666666666666666
