,model,ds_type,noise_levels,n_samples,k_folds,k,TRE,TESTE,E_DIFF
2850,knn,circles,0.5,1000,5,1,1.0,0.48,0.52
2851,knn,circles,0.5,1000,5,3,0.7511111111111111,0.51,0.24111111111111105
2852,knn,circles,0.5,1000,5,5,0.6944444444444444,0.52,0.1744444444444444
2853,knn,circles,0.5,1000,5,11,0.6333333333333333,0.55,0.08333333333333326
2854,knn,circles,0.5,1000,5,21,0.6044444444444445,0.58,0.02444444444444449
2855,knn,circles,0.5,1000,5,31,0.5977777777777777,0.61,-0.012222222222222245
2856,knn,circles,0.5,1000,5,41,0.59,0.62,-0.030000000000000027
2857,knn,circles,0.5,1000,5,51,0.6011111111111112,0.6,0.0011111111111111738
2858,knn,circles,0.5,1000,5,53,0.5955555555555555,0.59,0.005555555555555536
2859,knn,circles,0.5,1000,5,55,0.5944444444444444,0.62,-0.025555555555555554
2860,knn,circles,0.5,1000,6,1,1.0,0.53,0.47
2861,knn,circles,0.5,1000,6,3,0.74,0.53,0.20999999999999996
2862,knn,circles,0.5,1000,6,5,0.6855555555555556,0.49,0.1955555555555556
2863,knn,circles,0.5,1000,6,11,0.6233333333333333,0.5,0.1233333333333333
2864,knn,circles,0.5,1000,6,21,0.6244444444444445,0.47,0.1544444444444445
2865,knn,circles,0.5,1000,6,31,0.61,0.52,0.08999999999999997
2866,knn,circles,0.5,1000,6,41,0.6122222222222222,0.5,0.11222222222222222
2867,knn,circles,0.5,1000,6,51,0.6122222222222222,0.5,0.11222222222222222
2868,knn,circles,0.5,1000,6,53,0.6188888888888889,0.52,0.09888888888888892
2869,knn,circles,0.5,1000,6,55,0.6177777777777778,0.52,0.09777777777777774
2870,knn,circles,0.5,1000,7,1,1.0,0.54,0.45999999999999996
2871,knn,circles,0.5,1000,7,3,0.74,0.53,0.20999999999999996
2872,knn,circles,0.5,1000,7,5,0.6944444444444444,0.5,0.19444444444444442
2873,knn,circles,0.5,1000,7,11,0.6577777777777778,0.49,0.1677777777777778
2874,knn,circles,0.5,1000,7,21,0.61,0.53,0.07999999999999996
2875,knn,circles,0.5,1000,7,31,0.5977777777777777,0.55,0.0477777777777777
2876,knn,circles,0.5,1000,7,41,0.5977777777777777,0.57,0.02777777777777779
2877,knn,circles,0.5,1000,7,51,0.5933333333333334,0.6,-0.006666666666666599
2878,knn,circles,0.5,1000,7,53,0.6,0.59,0.010000000000000009
2879,knn,circles,0.5,1000,7,55,0.6022222222222222,0.58,0.022222222222222254
2880,knn,circles,0.5,1000,8,1,1.0,0.52,0.48
2881,knn,circles,0.5,1000,8,3,0.7466666666666667,0.49,0.2566666666666667
2882,knn,circles,0.5,1000,8,5,0.6966666666666667,0.55,0.1466666666666666
2883,knn,circles,0.5,1000,8,11,0.6344444444444445,0.62,0.014444444444444482
2884,knn,circles,0.5,1000,8,21,0.6188888888888889,0.54,0.0788888888888889
2885,knn,circles,0.5,1000,8,31,0.6022222222222222,0.55,0.05222222222222217
2886,knn,circles,0.5,1000,8,41,0.5966666666666667,0.57,0.026666666666666727
2887,knn,circles,0.5,1000,8,51,0.6022222222222222,0.57,0.03222222222222226
2888,knn,circles,0.5,1000,8,53,0.6033333333333334,0.57,0.03333333333333344
2889,knn,circles,0.5,1000,8,55,0.5955555555555555,0.57,0.025555555555555554
2890,knn,circles,0.5,1000,9,1,1.0,0.59,0.41000000000000003
2891,knn,circles,0.5,1000,9,3,0.7433333333333333,0.56,0.18333333333333324
2892,knn,circles,0.5,1000,9,5,0.6833333333333333,0.51,0.17333333333333334
2893,knn,circles,0.5,1000,9,11,0.6266666666666667,0.61,0.01666666666666672
2894,knn,circles,0.5,1000,9,21,0.6211111111111111,0.58,0.0411111111111111
2895,knn,circles,0.5,1000,9,31,0.6111111111111112,0.62,-0.008888888888888835
2896,knn,circles,0.5,1000,9,41,0.6077777777777778,0.59,0.01777777777777778
2897,knn,circles,0.5,1000,9,51,0.59,0.62,-0.030000000000000027
2898,knn,circles,0.5,1000,9,53,0.5844444444444444,0.63,-0.04555555555555557
2899,knn,circles,0.5,1000,9,55,0.5933333333333334,0.62,-0.026666666666666616
2900,knn,circles,0.5,10000,0,1,1.0,0.519,0.481
2901,knn,circles,0.5,10000,0,3,0.7593333333333333,0.521,0.23833333333333329
2902,knn,circles,0.5,10000,0,5,0.6928888888888889,0.523,0.16988888888888887
2903,knn,circles,0.5,10000,0,11,0.6341111111111111,0.52,0.11411111111111105
2904,knn,circles,0.5,10000,0,21,0.6052222222222222,0.538,0.06722222222222218
2905,knn,circles,0.5,10000,0,31,0.6004444444444444,0.562,0.03844444444444439
2906,knn,circles,0.5,10000,0,41,0.592,0.549,0.04299999999999993
2907,knn,circles,0.5,10000,0,51,0.5881111111111111,0.551,0.037111111111111095
2908,knn,circles,0.5,10000,0,53,0.5878888888888889,0.551,0.03688888888888886
2909,knn,circles,0.5,10000,0,55,0.5871111111111111,0.551,0.036111111111111094
2910,knn,circles,0.5,10000,1,1,1.0,0.542,0.45799999999999996
2911,knn,circles,0.5,10000,1,3,0.7548888888888889,0.541,0.2138888888888889
2912,knn,circles,0.5,10000,1,5,0.6931111111111111,0.542,0.15111111111111108
2913,knn,circles,0.5,10000,1,11,0.6316666666666667,0.54,0.09166666666666667
2914,knn,circles,0.5,10000,1,21,0.6078888888888889,0.554,0.053888888888888875
2915,knn,circles,0.5,10000,1,31,0.6006666666666667,0.548,0.05266666666666664
2916,knn,circles,0.5,10000,1,41,0.5921111111111111,0.541,0.05111111111111111
2917,knn,circles,0.5,10000,1,51,0.5906666666666667,0.549,0.04166666666666663
2918,knn,circles,0.5,10000,1,53,0.5898888888888889,0.552,0.03788888888888886
2919,knn,circles,0.5,10000,1,55,0.5902222222222222,0.561,0.02922222222222215
2920,knn,circles,0.5,10000,2,1,1.0,0.514,0.486
2921,knn,circles,0.5,10000,2,3,0.7577777777777778,0.52,0.23777777777777775
2922,knn,circles,0.5,10000,2,5,0.6935555555555556,0.519,0.17455555555555557
2923,knn,circles,0.5,10000,2,11,0.6354444444444445,0.532,0.10344444444444445
2924,knn,circles,0.5,10000,2,21,0.606,0.541,0.06499999999999995
2925,knn,circles,0.5,10000,2,31,0.6004444444444444,0.557,0.0434444444444444
2926,knn,circles,0.5,10000,2,41,0.5902222222222222,0.548,0.04222222222222216
2927,knn,circles,0.5,10000,2,51,0.584,0.555,0.028999999999999915
2928,knn,circles,0.5,10000,2,53,0.5852222222222222,0.549,0.036222222222222156
2929,knn,circles,0.5,10000,2,55,0.5851111111111111,0.559,0.026111111111111085
2930,knn,circles,0.5,10000,3,1,1.0,0.512,0.488
2931,knn,circles,0.5,10000,3,3,0.7562222222222222,0.518,0.23822222222222222
2932,knn,circles,0.5,10000,3,5,0.6997777777777778,0.523,0.1767777777777778
2933,knn,circles,0.5,10000,3,11,0.6381111111111111,0.533,0.10511111111111104
2934,knn,circles,0.5,10000,3,21,0.6093333333333333,0.527,0.08233333333333326
2935,knn,circles,0.5,10000,3,31,0.6021111111111112,0.541,0.061111111111111116
2936,knn,circles,0.5,10000,3,41,0.5952222222222222,0.54,0.05522222222222217
2937,knn,circles,0.5,10000,3,51,0.5907777777777777,0.538,0.0527777777777777
2938,knn,circles,0.5,10000,3,53,0.5891111111111111,0.538,0.05111111111111111
2939,knn,circles,0.5,10000,3,55,0.587,0.554,0.03299999999999992
2940,knn,circles,0.5,10000,4,1,1.0,0.512,0.488
2941,knn,circles,0.5,10000,4,3,0.7556666666666667,0.515,0.2406666666666667
2942,knn,circles,0.5,10000,4,5,0.6987777777777778,0.526,0.1727777777777778
2943,knn,circles,0.5,10000,4,11,0.6352222222222222,0.52,0.11522222222222223
2944,knn,circles,0.5,10000,4,21,0.6111111111111112,0.557,0.05411111111111111
2945,knn,circles,0.5,10000,4,31,0.5961111111111111,0.585,0.011111111111111183
2946,knn,circles,0.5,10000,4,41,0.5852222222222222,0.584,0.0012222222222222356
2947,knn,circles,0.5,10000,4,51,0.5824444444444444,0.575,0.007444444444444476
2948,knn,circles,0.5,10000,4,53,0.5823333333333334,0.58,0.0023333333333334094
2949,knn,circles,0.5,10000,4,55,0.5851111111111111,0.578,0.007111111111111179
2950,knn,circles,0.5,10000,5,1,1.0,0.502,0.498
2951,knn,circles,0.5,10000,5,3,0.7627777777777778,0.5,0.2627777777777778
2952,knn,circles,0.5,10000,5,5,0.6958888888888889,0.537,0.15888888888888886
2953,knn,circles,0.5,10000,5,11,0.6363333333333333,0.546,0.09033333333333327
2954,knn,circles,0.5,10000,5,21,0.6088888888888889,0.553,0.05588888888888888
2955,knn,circles,0.5,10000,5,31,0.5974444444444444,0.56,0.03744444444444439
2956,knn,circles,0.5,10000,5,41,0.5895555555555556,0.548,0.04155555555555557
2957,knn,circles,0.5,10000,5,51,0.5882222222222222,0.558,0.03022222222222215
2958,knn,circles,0.5,10000,5,53,0.584,0.563,0.02100000000000002
2959,knn,circles,0.5,10000,5,55,0.5872222222222222,0.558,0.02922222222222215
2960,knn,circles,0.5,10000,6,1,1.0,0.529,0.471
2961,knn,circles,0.5,10000,6,3,0.7575555555555555,0.533,0.2245555555555555
2962,knn,circles,0.5,10000,6,5,0.6952222222222222,0.533,0.16222222222222216
2963,knn,circles,0.5,10000,6,11,0.6367777777777778,0.532,0.10477777777777775
2964,knn,circles,0.5,10000,6,21,0.6108888888888889,0.53,0.0808888888888889
2965,knn,circles,0.5,10000,6,31,0.5997777777777777,0.551,0.0487777777777777
2966,knn,circles,0.5,10000,6,41,0.5915555555555555,0.54,0.051555555555555466
2967,knn,circles,0.5,10000,6,51,0.5891111111111111,0.554,0.03511111111111109
2968,knn,circles,0.5,10000,6,53,0.5904444444444444,0.553,0.03744444444444439
2969,knn,circles,0.5,10000,6,55,0.5887777777777777,0.555,0.033777777777777684
2970,knn,circles,0.5,10000,7,1,1.0,0.525,0.475
2971,knn,circles,0.5,10000,7,3,0.7535555555555555,0.526,0.2275555555555555
2972,knn,circles,0.5,10000,7,5,0.6907777777777778,0.518,0.1727777777777778
2973,knn,circles,0.5,10000,7,11,0.6345555555555555,0.522,0.11255555555555552
2974,knn,circles,0.5,10000,7,21,0.6112222222222222,0.533,0.07822222222222219
2975,knn,circles,0.5,10000,7,31,0.6004444444444444,0.546,0.054444444444444406
2976,knn,circles,0.5,10000,7,41,0.5921111111111111,0.554,0.038111111111111096
2977,knn,circles,0.5,10000,7,51,0.5891111111111111,0.557,0.03211111111111109
2978,knn,circles,0.5,10000,7,53,0.5887777777777777,0.547,0.04177777777777769
2979,knn,circles,0.5,10000,7,55,0.5898888888888889,0.551,0.03888888888888886
2980,knn,circles,0.5,10000,8,1,1.0,0.525,0.475
2981,knn,circles,0.5,10000,8,3,0.7572222222222222,0.523,0.23422222222222222
2982,knn,circles,0.5,10000,8,5,0.696,0.528,0.16799999999999993
2983,knn,circles,0.5,10000,8,11,0.6288888888888889,0.553,0.0758888888888889
2984,knn,circles,0.5,10000,8,21,0.6032222222222222,0.582,0.021222222222222253
2985,knn,circles,0.5,10000,8,31,0.5988888888888889,0.582,0.016888888888888953
2986,knn,circles,0.5,10000,8,41,0.5897777777777777,0.588,0.001777777777777767
2987,knn,circles,0.5,10000,8,51,0.5847777777777777,0.592,-0.007222222222222241
2988,knn,circles,0.5,10000,8,53,0.5847777777777777,0.595,-0.010222222222222244
2989,knn,circles,0.5,10000,8,55,0.5845555555555556,0.598,-0.01344444444444437
2990,knn,circles,0.5,10000,9,1,1.0,0.527,0.473
2991,knn,circles,0.5,10000,9,3,0.7596666666666667,0.521,0.2386666666666667
2992,knn,circles,0.5,10000,9,5,0.693,0.545,0.1479999999999999
2993,knn,circles,0.5,10000,9,11,0.6431111111111111,0.534,0.10911111111111105
2994,knn,circles,0.5,10000,9,21,0.6072222222222222,0.541,0.06622222222222218
2995,knn,circles,0.5,10000,9,31,0.6032222222222222,0.535,0.06822222222222218
2996,knn,circles,0.5,10000,9,41,0.5884444444444444,0.552,0.03644444444444439
2997,knn,circles,0.5,10000,9,51,0.5871111111111111,0.556,0.03111111111111109
2998,knn,circles,0.5,10000,9,53,0.5857777777777777,0.55,0.035777777777777686
2999,knn,circles,0.5,10000,9,55,0.5886666666666667,0.555,0.03366666666666662
3000,knn,moons,0.0,10,0,1,1.0,1.0,0.0
3001,knn,moons,0.0,10,0,3,1.0,1.0,0.0
3002,knn,moons,0.0,10,0,5,0.6666666666666666,1.0,-0.33333333333333337
3003,knn,moons,0.0,10,0,11,0.5555555555555556,0.0,0.5555555555555556
3004,knn,moons,0.0,10,0,21,0.5555555555555556,0.0,0.5555555555555556
3005,knn,moons,0.0,10,0,31,0.5555555555555556,0.0,0.5555555555555556
3006,knn,moons,0.0,10,0,41,0.5555555555555556,0.0,0.5555555555555556
3007,knn,moons,0.0,10,0,51,0.5555555555555556,0.0,0.5555555555555556
3008,knn,moons,0.0,10,0,53,0.5555555555555556,0.0,0.5555555555555556
3009,knn,moons,0.0,10,0,55,0.5555555555555556,0.0,0.5555555555555556
3010,knn,moons,0.0,10,1,1,1.0,1.0,0.0
3011,knn,moons,0.0,10,1,3,0.8888888888888888,0.0,0.8888888888888888
3012,knn,moons,0.0,10,1,5,0.7777777777777778,0.0,0.7777777777777778
3013,knn,moons,0.0,10,1,11,0.5555555555555556,0.0,0.5555555555555556
3014,knn,moons,0.0,10,1,21,0.5555555555555556,0.0,0.5555555555555556
3015,knn,moons,0.0,10,1,31,0.5555555555555556,0.0,0.5555555555555556
3016,knn,moons,0.0,10,1,41,0.5555555555555556,0.0,0.5555555555555556
3017,knn,moons,0.0,10,1,51,0.5555555555555556,0.0,0.5555555555555556
3018,knn,moons,0.0,10,1,53,0.5555555555555556,0.0,0.5555555555555556
3019,knn,moons,0.0,10,1,55,0.5555555555555556,0.0,0.5555555555555556
3020,knn,moons,0.0,10,2,1,1.0,1.0,0.0
3021,knn,moons,0.0,10,2,3,0.8888888888888888,1.0,-0.11111111111111116
3022,knn,moons,0.0,10,2,5,0.6666666666666666,1.0,-0.33333333333333337
3023,knn,moons,0.0,10,2,11,0.5555555555555556,0.0,0.5555555555555556
3024,knn,moons,0.0,10,2,21,0.5555555555555556,0.0,0.5555555555555556
3025,knn,moons,0.0,10,2,31,0.5555555555555556,0.0,0.5555555555555556
3026,knn,moons,0.0,10,2,41,0.5555555555555556,0.0,0.5555555555555556
3027,knn,moons,0.0,10,2,51,0.5555555555555556,0.0,0.5555555555555556
3028,knn,moons,0.0,10,2,53,0.5555555555555556,0.0,0.5555555555555556
3029,knn,moons,0.0,10,2,55,0.5555555555555556,0.0,0.5555555555555556
3030,knn,moons,0.0,10,3,1,1.0,1.0,0.0
3031,knn,moons,0.0,10,3,3,1.0,1.0,0.0
3032,knn,moons,0.0,10,3,5,0.6666666666666666,1.0,-0.33333333333333337
3033,knn,moons,0.0,10,3,11,0.5555555555555556,0.0,0.5555555555555556
3034,knn,moons,0.0,10,3,21,0.5555555555555556,0.0,0.5555555555555556
3035,knn,moons,0.0,10,3,31,0.5555555555555556,0.0,0.5555555555555556
3036,knn,moons,0.0,10,3,41,0.5555555555555556,0.0,0.5555555555555556
3037,knn,moons,0.0,10,3,51,0.5555555555555556,0.0,0.5555555555555556
3038,knn,moons,0.0,10,3,53,0.5555555555555556,0.0,0.5555555555555556
3039,knn,moons,0.0,10,3,55,0.5555555555555556,0.0,0.5555555555555556
3040,knn,moons,0.0,10,4,1,1.0,1.0,0.0
3041,knn,moons,0.0,10,4,3,1.0,1.0,0.0
3042,knn,moons,0.0,10,4,5,0.6666666666666666,1.0,-0.33333333333333337
3043,knn,moons,0.0,10,4,11,0.5555555555555556,0.0,0.5555555555555556
3044,knn,moons,0.0,10,4,21,0.5555555555555556,0.0,0.5555555555555556
3045,knn,moons,0.0,10,4,31,0.5555555555555556,0.0,0.5555555555555556
3046,knn,moons,0.0,10,4,41,0.5555555555555556,0.0,0.5555555555555556
3047,knn,moons,0.0,10,4,51,0.5555555555555556,0.0,0.5555555555555556
3048,knn,moons,0.0,10,4,53,0.5555555555555556,0.0,0.5555555555555556
3049,knn,moons,0.0,10,4,55,0.5555555555555556,0.0,0.5555555555555556
3050,knn,moons,0.0,10,5,1,1.0,1.0,0.0
3051,knn,moons,0.0,10,5,3,1.0,1.0,0.0
3052,knn,moons,0.0,10,5,5,0.6666666666666666,1.0,-0.33333333333333337
3053,knn,moons,0.0,10,5,11,0.5555555555555556,0.0,0.5555555555555556
3054,knn,moons,0.0,10,5,21,0.5555555555555556,0.0,0.5555555555555556
3055,knn,moons,0.0,10,5,31,0.5555555555555556,0.0,0.5555555555555556
3056,knn,moons,0.0,10,5,41,0.5555555555555556,0.0,0.5555555555555556
3057,knn,moons,0.0,10,5,51,0.5555555555555556,0.0,0.5555555555555556
3058,knn,moons,0.0,10,5,53,0.5555555555555556,0.0,0.5555555555555556
3059,knn,moons,0.0,10,5,55,0.5555555555555556,0.0,0.5555555555555556
3060,knn,moons,0.0,10,6,1,1.0,1.0,0.0
3061,knn,moons,0.0,10,6,3,1.0,1.0,0.0
3062,knn,moons,0.0,10,6,5,0.6666666666666666,1.0,-0.33333333333333337
3063,knn,moons,0.0,10,6,11,0.5555555555555556,0.0,0.5555555555555556
3064,knn,moons,0.0,10,6,21,0.5555555555555556,0.0,0.5555555555555556
3065,knn,moons,0.0,10,6,31,0.5555555555555556,0.0,0.5555555555555556
3066,knn,moons,0.0,10,6,41,0.5555555555555556,0.0,0.5555555555555556
3067,knn,moons,0.0,10,6,51,0.5555555555555556,0.0,0.5555555555555556
3068,knn,moons,0.0,10,6,53,0.5555555555555556,0.0,0.5555555555555556
3069,knn,moons,0.0,10,6,55,0.5555555555555556,0.0,0.5555555555555556
3070,knn,moons,0.0,10,7,1,1.0,1.0,0.0
3071,knn,moons,0.0,10,7,3,1.0,0.0,1.0
3072,knn,moons,0.0,10,7,5,0.7777777777777778,0.0,0.7777777777777778
3073,knn,moons,0.0,10,7,11,0.5555555555555556,0.0,0.5555555555555556
3074,knn,moons,0.0,10,7,21,0.5555555555555556,0.0,0.5555555555555556
3075,knn,moons,0.0,10,7,31,0.5555555555555556,0.0,0.5555555555555556
3076,knn,moons,0.0,10,7,41,0.5555555555555556,0.0,0.5555555555555556
3077,knn,moons,0.0,10,7,51,0.5555555555555556,0.0,0.5555555555555556
3078,knn,moons,0.0,10,7,53,0.5555555555555556,0.0,0.5555555555555556
3079,knn,moons,0.0,10,7,55,0.5555555555555556,0.0,0.5555555555555556
3080,knn,moons,0.0,10,8,1,1.0,1.0,0.0
3081,knn,moons,0.0,10,8,3,1.0,1.0,0.0
3082,knn,moons,0.0,10,8,5,0.6666666666666666,1.0,-0.33333333333333337
3083,knn,moons,0.0,10,8,11,0.5555555555555556,0.0,0.5555555555555556
3084,knn,moons,0.0,10,8,21,0.5555555555555556,0.0,0.5555555555555556
3085,knn,moons,0.0,10,8,31,0.5555555555555556,0.0,0.5555555555555556
3086,knn,moons,0.0,10,8,41,0.5555555555555556,0.0,0.5555555555555556
3087,knn,moons,0.0,10,8,51,0.5555555555555556,0.0,0.5555555555555556
3088,knn,moons,0.0,10,8,53,0.5555555555555556,0.0,0.5555555555555556
3089,knn,moons,0.0,10,8,55,0.5555555555555556,0.0,0.5555555555555556
3090,knn,moons,0.0,10,9,1,1.0,1.0,0.0
3091,knn,moons,0.0,10,9,3,0.8888888888888888,0.0,0.8888888888888888
3092,knn,moons,0.0,10,9,5,0.7777777777777778,0.0,0.7777777777777778
3093,knn,moons,0.0,10,9,11,0.5555555555555556,0.0,0.5555555555555556
3094,knn,moons,0.0,10,9,21,0.5555555555555556,0.0,0.5555555555555556
3095,knn,moons,0.0,10,9,31,0.5555555555555556,0.0,0.5555555555555556
3096,knn,moons,0.0,10,9,41,0.5555555555555556,0.0,0.5555555555555556
3097,knn,moons,0.0,10,9,51,0.5555555555555556,0.0,0.5555555555555556
3098,knn,moons,0.0,10,9,53,0.5555555555555556,0.0,0.5555555555555556
3099,knn,moons,0.0,10,9,55,0.5555555555555556,0.0,0.5555555555555556
3100,knn,moons,0.0,50,0,1,1.0,1.0,0.0
3101,knn,moons,0.0,50,0,3,1.0,1.0,0.0
3102,knn,moons,0.0,50,0,5,1.0,1.0,0.0
3103,knn,moons,0.0,50,0,11,1.0,1.0,0.0
3104,knn,moons,0.0,50,0,21,0.9555555555555556,1.0,-0.0444444444444444
3105,knn,moons,0.0,50,0,31,0.7111111111111111,0.8,-0.0888888888888889
3106,knn,moons,0.0,50,0,41,0.6,0.8,-0.20000000000000007
3107,knn,moons,0.0,50,0,51,1.0,1.0,0.0
3108,knn,moons,0.0,50,0,53,1.0,1.0,0.0
3109,knn,moons,0.0,50,0,55,1.0,1.0,0.0
3110,knn,moons,0.0,50,1,1,1.0,1.0,0.0
3111,knn,moons,0.0,50,1,3,1.0,1.0,0.0
3112,knn,moons,0.0,50,1,5,1.0,1.0,0.0
3113,knn,moons,0.0,50,1,11,1.0,1.0,0.0
3114,knn,moons,0.0,50,1,21,0.9555555555555556,1.0,-0.0444444444444444
3115,knn,moons,0.0,50,1,31,0.7333333333333333,0.8,-0.06666666666666676
3116,knn,moons,0.0,50,1,41,0.5555555555555556,0.4,0.15555555555555556
3117,knn,moons,0.0,50,1,51,1.0,1.0,0.0
3118,knn,moons,0.0,50,1,53,1.0,1.0,0.0
3119,knn,moons,0.0,50,1,55,1.0,1.0,0.0
3120,knn,moons,0.0,50,2,1,1.0,1.0,0.0
3121,knn,moons,0.0,50,2,3,1.0,1.0,0.0
3122,knn,moons,0.0,50,2,5,1.0,1.0,0.0
3123,knn,moons,0.0,50,2,11,1.0,1.0,0.0
3124,knn,moons,0.0,50,2,21,0.9555555555555556,1.0,-0.0444444444444444
3125,knn,moons,0.0,50,2,31,0.7111111111111111,0.8,-0.0888888888888889
3126,knn,moons,0.0,50,2,41,0.6222222222222222,0.6,0.022222222222222254
3127,knn,moons,0.0,50,2,51,1.0,1.0,0.0
3128,knn,moons,0.0,50,2,53,1.0,1.0,0.0
3129,knn,moons,0.0,50,2,55,1.0,1.0,0.0
3130,knn,moons,0.0,50,3,1,1.0,1.0,0.0
3131,knn,moons,0.0,50,3,3,1.0,1.0,0.0
3132,knn,moons,0.0,50,3,5,1.0,1.0,0.0
3133,knn,moons,0.0,50,3,11,1.0,1.0,0.0
3134,knn,moons,0.0,50,3,21,0.9555555555555556,1.0,-0.0444444444444444
3135,knn,moons,0.0,50,3,31,0.7111111111111111,0.8,-0.0888888888888889
3136,knn,moons,0.0,50,3,41,0.5555555555555556,0.4,0.15555555555555556
3137,knn,moons,0.0,50,3,51,1.0,1.0,0.0
3138,knn,moons,0.0,50,3,53,1.0,1.0,0.0
3139,knn,moons,0.0,50,3,55,1.0,1.0,0.0
3140,knn,moons,0.0,50,4,1,1.0,1.0,0.0
3141,knn,moons,0.0,50,4,3,1.0,1.0,0.0
3142,knn,moons,0.0,50,4,5,1.0,1.0,0.0
3143,knn,moons,0.0,50,4,11,1.0,1.0,0.0
3144,knn,moons,0.0,50,4,21,0.9333333333333333,0.8,0.1333333333333333
3145,knn,moons,0.0,50,4,31,0.7111111111111111,0.8,-0.0888888888888889
3146,knn,moons,0.0,50,4,41,0.6444444444444445,0.4,0.24444444444444446
3147,knn,moons,0.0,50,4,51,1.0,1.0,0.0
3148,knn,moons,0.0,50,4,53,1.0,1.0,0.0
3149,knn,moons,0.0,50,4,55,1.0,1.0,0.0
3150,knn,moons,0.0,50,5,1,1.0,1.0,0.0
3151,knn,moons,0.0,50,5,3,1.0,1.0,0.0
3152,knn,moons,0.0,50,5,5,1.0,1.0,0.0
3153,knn,moons,0.0,50,5,11,1.0,1.0,0.0
3154,knn,moons,0.0,50,5,21,0.8666666666666667,0.4,0.4666666666666667
3155,knn,moons,0.0,50,5,31,0.7555555555555555,0.4,0.3555555555555555
3156,knn,moons,0.0,50,5,41,0.5555555555555556,0.4,0.15555555555555556
3157,knn,moons,0.0,50,5,51,1.0,1.0,0.0
3158,knn,moons,0.0,50,5,53,1.0,1.0,0.0
3159,knn,moons,0.0,50,5,55,1.0,1.0,0.0
3160,knn,moons,0.0,50,6,1,1.0,1.0,0.0
3161,knn,moons,0.0,50,6,3,1.0,1.0,0.0
3162,knn,moons,0.0,50,6,5,1.0,1.0,0.0
3163,knn,moons,0.0,50,6,11,1.0,1.0,0.0
3164,knn,moons,0.0,50,6,21,0.8444444444444444,0.8,0.0444444444444444
3165,knn,moons,0.0,50,6,31,0.7333333333333333,0.6,0.1333333333333333
3166,knn,moons,0.0,50,6,41,0.5555555555555556,0.4,0.15555555555555556
3167,knn,moons,0.0,50,6,51,1.0,1.0,0.0
3168,knn,moons,0.0,50,6,53,1.0,1.0,0.0
3169,knn,moons,0.0,50,6,55,1.0,1.0,0.0
3170,knn,moons,0.0,50,7,1,1.0,1.0,0.0
3171,knn,moons,0.0,50,7,3,1.0,1.0,0.0
3172,knn,moons,0.0,50,7,5,1.0,1.0,0.0
3173,knn,moons,0.0,50,7,11,1.0,1.0,0.0
3174,knn,moons,0.0,50,7,21,0.9555555555555556,0.8,0.15555555555555556
3175,knn,moons,0.0,50,7,31,0.7555555555555555,0.6,0.15555555555555556
3176,knn,moons,0.0,50,7,41,0.6444444444444445,0.4,0.24444444444444446
3177,knn,moons,0.0,50,7,51,1.0,1.0,0.0
3178,knn,moons,0.0,50,7,53,1.0,1.0,0.0
3179,knn,moons,0.0,50,7,55,1.0,1.0,0.0
3180,knn,moons,0.0,50,8,1,1.0,1.0,0.0
3181,knn,moons,0.0,50,8,3,1.0,1.0,0.0
3182,knn,moons,0.0,50,8,5,1.0,1.0,0.0
3183,knn,moons,0.0,50,8,11,1.0,1.0,0.0
3184,knn,moons,0.0,50,8,21,0.9555555555555556,1.0,-0.0444444444444444
3185,knn,moons,0.0,50,8,31,0.7333333333333333,0.6,0.1333333333333333
3186,knn,moons,0.0,50,8,41,0.6222222222222222,0.6,0.022222222222222254
3187,knn,moons,0.0,50,8,51,1.0,1.0,0.0
3188,knn,moons,0.0,50,8,53,1.0,1.0,0.0
3189,knn,moons,0.0,50,8,55,1.0,1.0,0.0
3190,knn,moons,0.0,50,9,1,1.0,1.0,0.0
3191,knn,moons,0.0,50,9,3,1.0,1.0,0.0
3192,knn,moons,0.0,50,9,5,1.0,1.0,0.0
3193,knn,moons,0.0,50,9,11,1.0,1.0,0.0
3194,knn,moons,0.0,50,9,21,0.9777777777777777,1.0,-0.022222222222222254
3195,knn,moons,0.0,50,9,31,0.7111111111111111,1.0,-0.28888888888888886
3196,knn,moons,0.0,50,9,41,0.6,1.0,-0.4
3197,knn,moons,0.0,50,9,51,1.0,1.0,0.0
3198,knn,moons,0.0,50,9,53,1.0,1.0,0.0
3199,knn,moons,0.0,50,9,55,1.0,1.0,0.0
3200,knn,moons,0.0,100,0,1,1.0,1.0,0.0
3201,knn,moons,0.0,100,0,3,1.0,1.0,0.0
3202,knn,moons,0.0,100,0,5,1.0,1.0,0.0
3203,knn,moons,0.0,100,0,11,1.0,1.0,0.0
3204,knn,moons,0.0,100,0,21,1.0,1.0,0.0
3205,knn,moons,0.0,100,0,31,1.0,1.0,0.0
3206,knn,moons,0.0,100,0,41,0.8888888888888888,0.8,0.0888888888888888
3207,knn,moons,0.0,100,0,51,0.8444444444444444,0.8,0.0444444444444444
3208,knn,moons,0.0,100,0,53,0.8444444444444444,0.8,0.0444444444444444
3209,knn,moons,0.0,100,0,55,0.8444444444444444,0.8,0.0444444444444444
3210,knn,moons,0.0,100,1,1,1.0,1.0,0.0
3211,knn,moons,0.0,100,1,3,1.0,1.0,0.0
3212,knn,moons,0.0,100,1,5,1.0,1.0,0.0
3213,knn,moons,0.0,100,1,11,1.0,1.0,0.0
3214,knn,moons,0.0,100,1,21,1.0,1.0,0.0
